sub,MB_behav
1,0.6428571428571429
2,0.26153846153846155
3,0.41818181818181815
4,0.6
5,0.4852941176470588
6,0.3684210526315789
7,0.5862068965517241
8,0.6666666666666666
9,0.27586206896551724
10,0.4305555555555556
11,0.5535714285714286
12,0.36666666666666664
13,0.2549019607843137
14,0.4318181818181818
15,0.391304347826087
16,0.532258064516129
17,0.4852941176470588
18,0.5348837209302325
19,0.36923076923076925
20,0.4126984126984127
21,0.6
22,0.45
23,0.4
24,0.2916666666666667
25,0.359375
26,0.44776119402985076
27,0.4074074074074074
28,0.375
29,0.5263157894736842
30,0.4852941176470588
31,0.45714285714285713
32,0.54
33,0.234375
34,0.4375
35,0.40350877192982454
36,0.5606060606060606
37,0.559322033898305
38,0.5535714285714286
39,0.4666666666666667
40,0.4444444444444444
41,0.47368421052631576
42,0.4222222222222222
43,0.4603174603174603
44,0.42592592592592593
45,0.41935483870967744
46,0.5
47,0.3387096774193548
48,0.2978723404255319
49,0.5
50,0.3333333333333333
51,0.3684210526315789
52,0.4626865671641791
53,0.4576271186440678
54,0.4745762711864407
55,0.3968253968253968
56,0.45588235294117646
57,0.5
58,0.5185185185185185
59,0.4461538461538462
60,0.4696969696969697
61,0.5151515151515151
62,0.3469387755102041
63,0.4393939393939394
64,0.5535714285714286
65,0.46774193548387094
66,0.34615384615384615
67,0.43636363636363634
68,0.5166666666666667
69,0.5333333333333333
70,0.5441176470588235
71,0.4727272727272727
72,0.3880597014925373
73,0.42
74,0.5961538461538461
75,0.4666666666666667
76,0.2765957446808511
77,0.3448275862068966
78,0.3387096774193548
79,0.3225806451612903
80,0.5094339622641509
81,0.47619047619047616
82,0.5076923076923077
83,0.45614035087719296
84,0.48148148148148145
85,0.41379310344827586
86,0.4090909090909091
87,0.36065573770491804
88,0.5555555555555556
89,0.4393939393939394
90,0.328125
91,0.55
92,0.423728813559322
93,0.45614035087719296
94,0.3939393939393939
95,0.3888888888888889
96,0.5306122448979592
97,0.42592592592592593
98,0.44
99,0.6491228070175439
100,0.32653061224489793
101,0.49122807017543857
102,0.35294117647058826
103,0.5079365079365079
104,0.4225352112676056
105,0.4915254237288136
106,0.29508196721311475
107,0.34545454545454546
108,0.5892857142857143
109,0.6666666666666666
110,0.5151515151515151
111,0.4918032786885246
112,0.3620689655172414
113,0.578125
114,0.3050847457627119
115,0.46153846153846156
116,0.559322033898305
117,0.43661971830985913
118,0.5217391304347826
119,0.5737704918032787
120,0.581081081081081
121,0.4727272727272727
122,0.3225806451612903
123,0.5806451612903226
124,0.4339622641509434
125,0.36486486486486486
126,0.46875
127,0.5102040816326531
128,0.4642857142857143
129,0.3283582089552239
130,0.4745762711864407
131,0.45901639344262296
132,0.47619047619047616
133,0.5833333333333334
134,0.46551724137931033
135,0.31746031746031744
136,0.52
137,0.3148148148148148
138,0.578125
139,0.39344262295081966
140,0.44
141,0.3235294117647059
142,0.5517241379310345
143,0.43859649122807015
144,0.4189189189189189
145,0.4794520547945205
146,0.5454545454545454
147,0.5
148,0.35714285714285715
149,0.2916666666666667
150,0.42857142857142855
151,0.5454545454545454
152,0.5714285714285714
153,0.4126984126984127
154,0.296875
155,0.543859649122807
156,0.44285714285714284
157,0.4482758620689655
158,0.4084507042253521
159,0.47368421052631576
160,0.5070422535211268
161,0.44642857142857145
162,0.603448275862069
163,0.5774647887323944
164,0.4117647058823529
165,0.4307692307692308
166,0.46153846153846156
167,0.5454545454545454
168,0.5102040816326531
169,0.4935064935064935
170,0.45161290322580644
171,0.43636363636363634
172,0.5370370370370371
173,0.5769230769230769
174,0.1076923076923077
175,0.7115384615384616
176,0.48148148148148145
177,0.3220338983050847
178,0.4927536231884058
179,0.3559322033898305
180,0.46774193548387094
181,0.3870967741935484
182,0.46153846153846156
183,0.39655172413793105
184,0.45
185,0.43103448275862066
186,0.4827586206896552
187,0.2916666666666667
188,0.4918032786885246
189,0.6164383561643836
190,0.4166666666666667
191,0.515625
192,0.484375
193,0.4444444444444444
194,0.45454545454545453
195,0.391304347826087
196,0.5416666666666666
197,0.2318840579710145
198,0.41379310344827586
199,0.46296296296296297
200,0.5272727272727272
201,0.5517241379310345
202,0.45614035087719296
203,0.3448275862068966
204,0.4915254237288136
205,0.46296296296296297
206,0.5396825396825397
207,0.5517241379310345
208,0.4153846153846154
209,0.5645161290322581
210,0.3870967741935484
211,0.5409836065573771
212,0.44642857142857145
213,0.463768115942029
214,0.4393939393939394
215,0.49019607843137253
216,0.5230769230769231
217,0.32727272727272727
218,0.4782608695652174
219,0.4074074074074074
220,0.5769230769230769
221,0.4
222,0.5833333333333334
223,0.4
224,0.45
225,0.423728813559322
226,0.3230769230769231
227,0.4032258064516129
228,0.3125
229,0.41935483870967744
230,0.45
231,0.56
232,0.3064516129032258
233,0.5303030303030303
234,0.5636363636363636
235,0.6129032258064516
236,0.42857142857142855
237,0.41379310344827586
238,0.4603174603174603
239,0.5555555555555556
240,0.5166666666666667
241,0.4583333333333333
242,0.5671641791044776
243,0.4528301886792453
244,0.6
245,0.4153846153846154
246,0.4153846153846154
247,0.4696969696969697
248,0.3939393939393939
249,0.3404255319148936
250,0.5087719298245614
251,0.373134328358209
252,0.43859649122807015
253,0.4657534246575342
254,0.39285714285714285
255,0.4126984126984127
256,0.5846153846153846
257,0.49230769230769234
258,0.5384615384615384
259,0.5102040816326531
260,0.4909090909090909
261,0.5645161290322581
262,0.4666666666666667
263,0.5
264,0.36666666666666664
265,0.26153846153846155
266,0.3230769230769231
267,0.36619718309859156
268,0.5862068965517241
269,0.3898305084745763
270,0.5084745762711864
271,0.3582089552238806
272,0.453125
273,0.35
274,0.4788732394366197
275,0.4642857142857143
276,0.5
277,0.46296296296296297
278,0.6290322580645161
279,0.3870967741935484
280,0.4444444444444444
281,0.4909090909090909
282,0.40384615384615385
283,0.2727272727272727
284,0.41379310344827586
285,0.36923076923076925
286,0.5737704918032787
287,0.3709677419354839
288,0.4492753623188406
289,0.5
290,0.25925925925925924
291,0.3888888888888889
292,0.328125
293,0.5396825396825397
294,0.5789473684210527
295,0.43548387096774194
296,0.25
297,0.359375
298,0.2727272727272727
299,0.5333333333333333
300,0.4
301,0.3181818181818182
302,0.6111111111111112
303,0.49019607843137253
304,0.5483870967741935
305,0.375
306,0.43636363636363634
307,0.2962962962962963
308,0.4126984126984127
309,0.47435897435897434
310,0.5441176470588235
311,0.5
312,0.4067796610169492
313,0.4153846153846154
314,0.5625
315,0.484375
316,0.5151515151515151
317,0.4264705882352941
318,0.3548387096774194
319,0.38461538461538464
320,0.5454545454545454
321,0.5192307692307693
322,0.3709677419354839
323,0.46938775510204084
324,0.5
325,0.49230769230769234
326,0.4918032786885246
327,0.4264705882352941
328,0.3888888888888889
329,0.4074074074074074
330,0.48484848484848486
331,0.3275862068965517
332,0.48484848484848486
333,0.423728813559322
334,0.6458333333333334
335,0.48214285714285715
336,0.45614035087719296
337,0.4375
338,0.3191489361702128
339,0.5652173913043478
340,0.42857142857142855
341,0.16666666666666666
342,0.352112676056338
343,0.5
344,0.4426229508196721
345,0.48214285714285715
346,0.45
347,0.5569620253164557
348,0.4153846153846154
349,0.4166666666666667
350,0.43548387096774194
351,0.28169014084507044
352,0.4857142857142857
353,0.34545454545454546
354,0.5074626865671642
355,0.3888888888888889
356,0.45901639344262296
357,0.46774193548387094
358,0.36764705882352944
359,0.3230769230769231
360,0.43103448275862066
361,0.4626865671641791
362,0.38596491228070173
363,0.38181818181818183
364,0.5151515151515151
365,0.5
366,0.5245901639344263
367,0.35185185185185186
368,0.3888888888888889
369,0.4
370,0.4791666666666667
371,0.6428571428571429
372,0.42424242424242425
373,0.4230769230769231
374,0.3050847457627119
375,0.4
376,0.6271186440677966
377,0.373134328358209
378,0.45
379,0.35
380,0.3584905660377358
381,0.37777777777777777
382,0.3939393939393939
383,0.4107142857142857
384,0.5614035087719298
385,0.42857142857142855
386,0.5483870967741935
387,0.4032258064516129
388,0.5072463768115942
389,0.5245901639344263
390,0.39344262295081966
391,0.5535714285714286
392,0.58
393,0.48
394,0.46296296296296297
395,0.56
396,0.5084745762711864
397,0.46808510638297873
398,0.4642857142857143
399,0.4444444444444444
400,0.3793103448275862
